2y/b,Twist,Lift,Load
0.00010078456090974602,0.8257505552064771,1.3336168184487698,1.3294021797108526
0.0009064875373051756,0.8262193356689633,1.3336173309559056,1.3294040034853154
0.0025148371827323824,0.8271551183490721,1.3336177853121447,1.329407151868315
0.004919732476084855,0.8285543535025678,1.3336113120271365,1.3294049879717234
0.008112050825775952,0.8304117333512391,1.3335824738600426,1.3293825019659287
0.012079682674853542,0.8327202122171193,1.3335060602253748,1.329315121503151
0.016807577436697366,0.8354710332491562,1.33334596582439,1.329167604510621
0.022277800587049253,0.8386537616409476,1.3330534069038207,1.328892279880966
0.028469601695806798,0.8422563242135369,1.332563332347541,1.3284255115457337
0.03535949314051213,0.8462650552131149,1.3317863900303024,1.3276797879715145
0.042921339202949105,0.8506647481499062,1.3305871559988864,1.3265222903324192
0.051126455210874736,0.8517368829233861,1.3286729796507277,1.324640864645936
0.0599437163488061,0.8278911529324477,1.3258019689305456,1.3217805976491857
0.06933967572510659,0.8024803698345965,1.3220367395861023,1.318026295016699
0.0792786912475024,0.7756009254339741,1.317476251981343,1.3134905797263776
0.08972306082574663,0.7473547826700984,1.3121298998223634,1.308183723600974
0.10063316538856193,0.717683681838999,1.3059635417288822,1.3020710159405435
0.1119676191723479,0.6840693696198175,1.2989304990496433,1.295105837148645
0.12368342671155856,0.6493240859003472,1.291000616153606,1.287261965138617
0.13573614593523,0.6135796314428961,1.2821088719177058,1.27847864188284
0.1480800567509783,0.5769715972066228,1.2720434916531889,1.2685373352348361
0.16066833447696988,0.5181682614377552,1.2605299380209496,1.2571473903580306
0.17345322746397884,0.45452214241961586,1.2476507025123467,1.2444038725718578
0.1863862382337483,0.39013865922957014,1.2336425545459921,1.2305647485245446
0.1994183074465372,0.32526204047236934,1.2184976012238569,1.2156205352774099
0.21250000000000005,0.25198649882352847,1.2021508924122568,1.1995053078337927
0.2255816925534629,0.17833160583793461,1.1846040948318266,1.1822305022959527
0.2386137617662518,0.10495611109014433,1.1657719182661848,1.1637233913707983
0.25154677253602126,0.02392862457560865,1.1450322416338183,1.1433250648983335
0.26433166552303017,-0.11591292090019725,1.1221788251713432,1.1208120905263896
0.2769199432490218,-0.25360388271505874,1.098083191563366,1.0971098540037556
0.28926385406477,-0.3886219518880879,1.073652788980715,1.0731598435085141
0.30131657328844147,-0.510931888304,1.0499376765736013,1.0500767619258522
0.3130323808276521,-0.5543366772707841,1.027303065862034,1.0282770728886925
0.3243668346114381,-0.5963286247223333,1.004751979432172,1.0067418065646547
0.3352769391742534,-0.6367484408186337,0.9811847053561221,0.9843801148212584
0.3457213087524977,-0.6754427993523976,0.9553988936800243,0.960016529529195
0.3556603242748934,-0.8742606423199137,0.9247730739238335,0.930825254258021
0.36505628365119386,-1.1779786243998704,0.890702309436275,0.89831448522597
0.37387354478912527,-1.462990580394402,0.8571803596411925,0.8668222462678539
0.3820786607970509,-1.728215362330436,0.8258806987523373,0.8381435543893065
0.3896405068594879,-1.9726468817637322,0.7980170105055683,0.8136798973760582
0.39653039830419323,-2.1953579262169476,0.7748827727783865,0.7950181495239257
0.40272219941295073,-2.1438966980328042,0.759697996151514,0.7863070431510768
0.4081924225633026,-1.815117089614201,0.7499272655940319,0.7856721870141624
0.41292031732514645,-1.5309540224560756,0.7399077185460569,0.787937238997512
0.41688794917422406,-1.2924854244053725,0.7272428055288503,0.7923911365349084
0.42008026752391514,-1.1006158885361752,0.7099051281191074,0.8007855196881071
0.4224851628172676,-0.9560732417183203,0.6832331569171409,0.8198929469206873
0.4240935124626949,-0.8594057837207864,0.6244024118458213,0.8845323920323935
0.42489921543909026,-0.8109802073228777,0.32726006403123753,1.6677636695102265
0.4266746824526945,-0.7042684090198406,0.6666106790937623,0.8042749189066019
0.4375,-0.05362883429222175,0.5863800965367025,0.6791542435209427
0.4483253175473055,0.5970107404353973,0.4626223683916785,0.5608810933674474
0.4508518543427733,0.6984296271237789,0.42530590600395296,0.579553137957973
0.4573223304703363,0.7042372965655506,0.4114533661406734,0.4583571574796434
0.46852952387243696,0.7142964751122642,0.3485182101494657,0.3714657992126754
0.48147047612756305,0.7259118139958076,0.27496085673688386,0.28729551628916455
0.4926776695296637,0.7359709925425213,0.18760632928118234,0.1941529384232587
0.4991481456572267,0.7417786619842929,0.07388714751919442,0.07616473314437049
